Date,Signal,Price,Target_Return_Fwd,Model_Capital,BH_Capital,Random_Capital,Correct_Prediction,Model_Type,Features_Used
2022-09-19,1,541.2161254882812,1,122142.72861926966,123393.43226542692,99681.16518524192,1,Ensemble (RF + HGB),36
2022-09-20,1,542.91845703125,0,122526.91417820005,123781.5517652868,99681.16518524192,0,Ensemble (RF + HGB),36
2022-09-21,1,538.8043823242188,0,121598.44163868182,122843.57195502345,99681.16518524192,0,Ensemble (RF + HGB),36
2022-09-22,1,536.5345458984375,0,121086.18045223953,122326.06537296153,99681.16518524192,0,Ensemble (RF + HGB),36
2022-09-23,1,520.7401733398438,0,117521.67512750353,118725.0606195916,99681.16518524192,0,Ensemble (RF + HGB),36
2022-09-26,1,513.8360595703125,0,115963.54103874628,117150.97172117812,99681.16518524192,0,Ensemble (RF + HGB),36
2022-09-27,1,507.40484619140625,0,114512.13204807058,115684.700752739,99639.17401026524,0,Ensemble (RF + HGB),36
2022-09-28,1,496.3865966796875,0,112025.51164525996,113172.61812848008,97351.08009778924,0,Ensemble (RF + HGB),36
2022-09-29,1,493.45477294921875,1,111363.85185094563,112504.18314315258,97351.08009778924,1,Ensemble (RF + HGB),36
2022-09-30,1,501.82476806640625,0,113252.80894959251,114412.48257643876,97351.08009778924,0,Ensemble (RF + HGB),36
2022-10-03,1,491.5632019042969,1,110936.95834588697,112072.91838104626,97309.5188235112,1,Ensemble (RF + HGB),36
2022-10-04,1,503.8109436035156,1,113701.05298408151,114865.31649077279,99607.29858360655,1,Ensemble (RF + HGB),36
2022-10-06,1,508.16143798828125,0,114682.88118537297,115857.19830823228,99607.29858360655,0,Ensemble (RF + HGB),36
2022-10-07,1,501.4465026855469,1,113167.44126820886,114326.24075648317,99565.32103701787,1,Ensemble (RF + HGB),36
2022-10-10,1,501.9666748046875,0,113284.83474373804,114444.83630478031,99541.89727433646,0,Ensemble (RF + HGB),36
2022-10-11,1,498.7983703613281,1,112569.80551311537,113722.4853966746,99541.89727433646,1,Ensemble (RF + HGB),36
2022-10-12,1,504.85125732421875,0,113935.83304787231,115102.50062957605,99541.89727433646,0,Ensemble (RF + HGB),36
2022-10-13,1,493.1710510253906,1,111299.82092445724,112439.4965598426,99541.89727433646,1,Ensemble (RF + HGB),36
2022-10-14,1,498.6091613769531,1,112527.10445425464,113679.3470922192,99541.89727433646,1,Ensemble (RF + HGB),36
2022-10-17,1,514.1671142578125,1,116038.25411721741,117226.449838393,99499.93179428934,1,Ensemble (RF + HGB),36
2022-10-18,1,531.947509765625,0,120050.96904010462,121280.25371714175,102940.73555486543,0,Ensemble (RF + HGB),36
2022-10-19,1,523.3883666992188,1,118119.32465713215,119328.82989498225,101284.39829075568,1,Ensemble (RF + HGB),36
2022-10-20,1,525.2799072265625,1,118546.21127492326,119760.08769929752,101521.68561985492,1,Ensemble (RF + HGB),36
2022-10-21,1,530.434326171875,1,119709.47076549983,120935.25860615518,101521.68561985492,1,Ensemble (RF + HGB),36
2022-10-24,1,539.5609741210938,1,121769.19077598421,123016.06951051673,101521.68561985492,1,Ensemble (RF + HGB),36
2022-10-25,1,547.1744384765625,1,123487.4125118638,124751.88530389172,101479.35486885806,1,Ensemble (RF + HGB),36
2022-10-27,1,548.2147216796875,0,123722.18568838705,124989.06248490393,101543.50654042774,0,Ensemble (RF + HGB),36
2022-10-28,1,539.79736328125,1,121822.53955048988,123069.96455992182,101543.50654042774,1,Ensemble (RF + HGB),36
2022-10-31,1,542.6820068359375,1,122473.55162915926,123727.64280029964,101501.17176347104,1,Ensemble (RF + HGB),36
2022-11-01,1,545.6138916015625,0,123135.22519800873,124396.09170120922,101920.3700529475,0,Ensemble (RF + HGB),36
2022-11-02,1,542.7293090820312,1,122484.22689387445,123738.42737641349,101877.96574467275,1,Ensemble (RF + HGB),36
2022-11-03,1,553.1801147460938,1,124842.78544370826,126121.13683405244,103839.72974678353,1,Ensemble (RF + HGB),36
2022-11-04,1,561.7392578125,1,126774.42982668073,128072.56065621194,105446.40193037716,1,Ensemble (RF + HGB),36
2022-11-07,1,580.8438110351562,1,131085.98328891737,132428.26308823808,108896.20249571036,1,Ensemble (RF + HGB),36
2022-11-09,1,582.1677856445312,0,131384.78050466144,132730.11989476925,108896.20249571036,0,Ensemble (RF + HGB),36
2022-11-10,1,572.8993530273438,0,129293.06224910174,130616.98309323032,108896.20249571036,0,Ensemble (RF + HGB),36
2022-11-11,1,568.6906127929688,0,128343.22540561805,129657.42021515718,108896.20249571036,0,Ensemble (RF + HGB),36
2022-11-14,1,560.4152221679688,1,126475.61883640154,127770.6899340987,108896.20249571036,1,Ensemble (RF + HGB),36
2022-11-15,1,568.2650146484375,0,128247.17557225167,129560.38686129669,108896.20249571036,0,Ensemble (RF + HGB),36
2022-11-16,1,567.2246704101562,0,128012.38862119333,129323.19576470238,108896.20249571036,0,Ensemble (RF + HGB),36
2022-11-17,1,566.5626831054688,1,127862.99001332128,129172.26736143681,108852.51114634989,1,Ensemble (RF + HGB),36
2022-11-18,1,570.0147094726562,0,128642.05017043235,129959.3048528525,109378.84776504086,0,Ensemble (RF + HGB),36
2022-11-21,1,565.6641845703125,1,127660.21508187335,128967.41607760197,109335.06736762822,1,Ensemble (RF + HGB),36
2022-11-22,1,566.6099853515625,1,127873.66527803647,129183.05193755066,109380.9813399206,1,Ensemble (RF + HGB),36
2022-11-23,1,574.6962890625,1,129698.59833746249,131026.6717453179,109380.9813399206,1,Ensemble (RF + HGB),36
2022-11-24,1,576.3040771484375,0,130061.44714149764,131393.23600853217,109380.9813399206,0,Ensemble (RF + HGB),36
2022-11-25,1,574.4598388671875,1,129645.23578842172,130972.76278033073,109337.20054886339,1,Ensemble (RF + HGB),36
2022-11-28,1,575.5947265625,0,129901.35949437531,131231.50911357065,109553.20423641014,0,Ensemble (RF + HGB),36
2022-11-29,1,575.5474853515625,0,129890.69800419525,131220.73845303888,109544.212795399,0,Ensemble (RF + HGB),36
2022-11-30,1,569.7783203125,1,128588.70139592669,129905.40980344742,108446.16500824758,1,Ensemble (RF + HGB),36
2022-12-01,1,575.121826171875,0,129794.63439629375,131123.6911835963,109326.35721432364,0,Ensemble (RF + HGB),36
2022-12-02,1,574.6016845703125,1,129677.24780803213,131005.1025930902,109282.5865014176,1,Ensemble (RF + HGB),36
2022-12-05,1,583.8229370117188,0,131758.3183479469,133107.48264967944,110897.89481698732,0,Ensemble (RF + HGB),36
2022-12-06,1,575.9258422851562,0,129976.08634738156,131307.0011463676,110897.89481698732,0,Ensemble (RF + HGB),36
2022-12-07,1,574.1287841796875,1,129570.52270995059,130897.28466311586,110853.83415539359,1,Ensemble (RF + HGB),36
2022-12-08,1,578.4793701171875,1,130552.3715730447,131889.18735394845,111693.85323348857,1,Ensemble (RF + HGB),36
2022-12-09,1,583.0663452148438,0,131587.5692106445,132934.98509418615,112579.51476233358,0,Ensemble (RF + HGB),36
2022-12-12,1,579.8034057617188,1,130851.18256332389,132191.05807606172,111949.50045376235,1,Ensemble (RF + HGB),36
2022-12-13,1,583.3027954101562,1,131640.93175968525,132988.89405917333,112625.16899786303,1,Ensemble (RF + HGB),36
2022-12-14,1,591.5782470703125,0,133508.5521034369,134875.6382558139,114223.00831749699,0,Ensemble (RF + HGB),36
2022-12-15,1,582.5462036132812,0,131470.18262238285,132816.39650368004,112479.08487199231,0,Ensemble (RF + HGB),36
2022-12-16,1,570.6294555664062,1,128780.78728812432,130099.46259558632,110178.17739607234,1,Ensemble (RF + HGB),36
2022-12-19,1,571.6697998046875,0,129015.57423918268,130336.65369218061,110241.26183538359,0,Ensemble (RF + HGB),36
2022-12-20,1,571.6697998046875,0,129015.57423918268,130336.65369218061,110197.32232257495,0,Ensemble (RF + HGB),36
2022-12-21,1,561.2190551757812,0,126657.029463884,127953.95815012374,108182.79562416275,0,Ensemble (RF + HGB),36
