Date,Signal,Price,MTM_Price,Target_Return_Fwd,Model_Capital,BH_Capital,Random_Capital,Correct_Prediction,Model_Type,Features_Used
2022-01-03,1,74.55597017609406,74.29002380371094,1,99957.95000000001,99601.39298477283,100000.0,1,Ensemble (RF + HGB),26
2022-01-04,1,74.2900316620837,74.37866973876953,1,99720.24149446779,99720.24149446779,99957.95,1,Ensemble (RF + HGB),26
2022-01-05,1,73.97972925701924,75.26519775390625,1,100908.81865068122,100908.81865068122,99413.86055821356,1,Ensemble (RF + HGB),26
2022-01-06,0,77.21552505766189,76.77225494384766,1,103392.94716034921,102929.34560356643,99413.86055821356,0,Ensemble (RF + HGB),26
2022-01-07,0,78.10202976345697,77.65878295898438,1,103392.94716034921,104117.92275977986,99413.86055821356,0,Ensemble (RF + HGB),26
2022-01-10,1,81.73674774169922,81.69242095947266,1,103350.27116159812,109525.86238713098,99371.91870094057,1,Ensemble (RF + HGB),26
2022-01-11,1,82.091363620409,81.73674774169922,1,103350.27116159812,109585.29175638201,99676.1987342814,1,Ensemble (RF + HGB),26
2022-01-12,1,82.09136219719026,82.2243423461914,1,103966.79966295775,110239.0148181433,99676.1987342814,1,Ensemble (RF + HGB),26
2022-01-13,0,82.534616870664,83.24383544921875,0,104227.56009701564,111605.85962449561,99676.1987342814,1,Ensemble (RF + HGB),26
2022-01-14,1,82.57893940203202,82.97787475585938,1,104184.73011217774,111249.28340898946,99634.20847561493,1,Ensemble (RF + HGB),26
2022-01-17,0,83.19949831200454,83.11084747314453,0,104835.46179570696,111427.56128793543,100255.48708178036,1,Ensemble (RF + HGB),26
2022-01-18,1,81.78107879879181,81.78107452392578,1,104792.51965300564,109644.72112563303,100255.48708178036,1,Ensemble (RF + HGB),26
2022-01-19,1,85.06118737600816,84.9725341796875,1,108881.98210124548,113923.54365244306,100255.48708178036,1,Ensemble (RF + HGB),26
2022-01-20,1,84.75090498152555,85.72607421875,0,109847.55213911529,114933.8224720963,100255.48708178036,0,Ensemble (RF + HGB),26
2022-01-21,1,81.82540371209942,82.18000793457031,0,105303.69888804702,110179.57522008517,100213.38994441378,0,Ensemble (RF + HGB),26
2022-01-24,1,81.55944793236436,82.09135437011719,1,105190.1001127347,110060.71648158312,99760.73419935962,1,Ensemble (RF + HGB),26
2022-01-25,1,85.99202695100203,87.3218002319336,1,111892.28121402478,117073.22862109776,99718.72834389986,1,Ensemble (RF + HGB),26
2022-01-27,1,92.59656747561645,91.75437927246094,0,117572.0928897889,123016.03257170813,106400.91117106841,0,Ensemble (RF + HGB),26
2022-01-28,1,92.15331020387268,91.57707977294922,1,117344.90511530671,122778.32532351112,106195.30977691365,1,Ensemble (RF + HGB),26
2022-01-31,1,96.27561394554614,95.34477233886719,0,122172.74552851333,127829.70919297029,111504.76413808121,0,Ensemble (RF + HGB),26
2022-02-01,1,94.72420724929401,94.10365295410156,1,120582.40177871066,126165.72776916994,111460.59150909774,1,Ensemble (RF + HGB),26
2022-02-02,0,96.71886932560325,96.98482513427734,1,123781.67473515327,130028.54471122277,113666.34720202023,0,Ensemble (RF + HGB),26
2022-02-03,0,97.33942802121514,97.11780548095703,0,123781.67473515327,130206.83281897585,113621.77576096146,1,Ensemble (RF + HGB),26
2022-02-04,0,96.4529228081403,94.458251953125,1,123781.67473515327,126641.14226556395,110258.65407644697,0,Ensemble (RF + HGB),26
2022-02-07,0,101.06278755767649,100.1319580078125,1,123781.67473515327,134247.93786878177,116881.4231863991,0,Ensemble (RF + HGB),26
2022-02-08,1,105.0521137143168,104.56452178955078,0,123735.23701616462,140190.72136177792,122055.43928956604,0,Ensemble (RF + HGB),26
2022-02-09,0,102.30392234278368,101.81632995605469,0,120350.03466455209,136506.19252747818,118847.54663392456,1,Ensemble (RF + HGB),26
