Date,Signal,Exec_Price_NextOpen,MTM_Price,Target_Return_Fwd,Model_Capital,BH_Capital,Random_Capital,Correct_Prediction,Model_Type,Features_Used
2022-01-27,1,18.471516765000292,18.211355209350586,0,98486.40923836731,107647.02546827162,98626.87356350265,0,Ensemble (RF + HGB),18
2022-01-28,0,18.558237834905803,18.211355209350586,0,100234.91421412861,107647.02546827162,98626.87356350265,1,Ensemble (RF + HGB),18
2022-01-31,0,18.471517238956853,18.211355209350586,0,100234.91421412861,107647.02546827162,99908.74081981677,1,Ensemble (RF + HGB),18
2022-02-01,1,17.86447151077447,17.82111167907715,1,100192.82087245611,105340.30228599007,99866.70765713551,1,Ensemble (RF + HGB),18
2022-02-02,1,18.601599196891975,18.471515655517578,0,103597.4256613096,109184.82964881913,103856.2543459199,0,Ensemble (RF + HGB),18
2022-02-03,1,18.254715385663616,18.211355209350586,0,102138.31678337908,107647.02546827162,103813.49286699307,0,Ensemble (RF + HGB),18
2022-02-04,0,17.77774929282463,17.82111167907715,0,99579.69332941576,105340.30228599007,101347.614087192,1,Ensemble (RF + HGB),18
2022-02-07,0,17.691031675443853,17.604307174682617,0,99579.69332941576,104058.77437453561,100114.6596206343,1,Ensemble (RF + HGB),18
2022-02-08,0,17.604308983004028,17.47422981262207,1,99579.69332941576,103289.88919572213,99374.9173122423,0,Ensemble (RF + HGB),18
2022-02-09,0,17.60430862718943,17.517589569091797,0,99579.69332941576,103546.18801342891,99621.50169736613,1,Ensemble (RF + HGB),18
2022-02-10,0,17.344147936277597,17.43086814880371,0,99579.69332941576,103033.5791037085,99128.32208013895,1,Ensemble (RF + HGB),18
2022-02-11,0,16.737101706376723,17.170705795288086,0,99579.69332941576,101495.76364885413,97648.7940754369,1,Ensemble (RF + HGB),18
2022-02-14,0,16.650383042917337,16.476940155029297,1,99579.69332941576,97394.92619401144,93703.38967855799,0,Ensemble (RF + HGB),18
2022-02-15,1,16.91054460599825,16.693742752075195,0,99537.72087599649,98676.44283115903,96046.185579019,0,Ensemble (RF + HGB),18
2022-02-16,0,16.867180170200978,16.693742752075195,0,99156.16430615848,98676.44283115903,96046.185579019,1,Ensemble (RF + HGB),18
2022-02-17,0,16.30349418470757,16.433576583862305,0,99156.16430615848,97138.60482769096,96004.86505777968,1,Ensemble (RF + HGB),18
2022-02-18,1,16.43357932533922,16.433576583862305,0,99114.26999384399,97138.60482769096,96770.86914474139,0,Ensemble (RF + HGB),18
2022-02-21,0,15.60973072052002,16.173416137695312,0,94024.47747164394,95600.80064714343,95238.8865988733,1,Ensemble (RF + HGB),18
2022-02-22,1,15.956614798502816,15.60973072052002,1,93983.52995555042,92268.8652825745,93841.42485508326,1,Ensemble (RF + HGB),18
2022-02-23,1,15.436291156993875,15.99997615814209,0,94238.92583331226,94575.5997391629,93800.51111219749,0,Ensemble (RF + HGB),18
2022-02-24,1,15.523010436899371,15.002687454223633,1,88364.95356772578,88680.64237460562,94206.28965333983,1,Ensemble (RF + HGB),18
2022-02-25,1,15.479652102515294,15.306208610534668,1,90152.6754652913,90474.75101001335,94206.28965333983,1,Ensemble (RF + HGB),18
2022-02-28,1,15.34956920347132,15.436290740966797,1,90918.85162210977,91243.66437459395,94206.28965333983,1,Ensemble (RF + HGB),18
2022-03-02,1,15.739813044708972,15.60973072052002,0,91940.40297994288,92268.8652825745,94206.28965333983,0,Ensemble (RF + HGB),18
2022-03-03,0,15.523009244076624,15.523011207580566,0,91311.43460426129,91756.26764716094,94206.28965333983,1,Ensemble (RF + HGB),18
2022-03-04,1,15.349570874216964,15.479649543762207,0,91270.9876445768,91499.95755514731,94165.30859289879,0,Ensemble (RF + HGB),18
2022-03-07,0,15.262847734057042,15.262849807739258,1,90637.83169531847,90218.45782945999,93633.2991932031,0,Ensemble (RF + HGB),18
2022-03-08,1,15.609733628449316,15.479649543762207,1,90597.50901537068,91499.95755514731,94963.3047166638,1,Ensemble (RF + HGB),18
2022-03-09,1,15.826534271240234,15.653093338012695,1,90849.1649226126,92525.18101174154,96027.33370763413,1,Ensemble (RF + HGB),18
2022-03-10,1,15.783174158796701,15.826534271240234,0,91855.80071062363,93550.38755687552,97091.34514703175,0,Ensemble (RF + HGB),18
2022-03-11,1,15.73981335204824,15.696453094482422,0,91100.82110209481,92781.47982944833,96435.84601712722,0,Ensemble (RF + HGB),18
2022-03-14,1,15.609730298772,15.566372871398926,0,90345.8470286071,92012.57773917457,96394.45360353705,0,Ensemble (RF + HGB),18
2022-03-15,1,15.566372567446297,15.479649543762207,1,89842.51252947823,91499.95755514731,95591.168533039,1,Ensemble (RF + HGB),18
2022-03-16,1,15.653089999086417,15.523011207580566,0,90094.17977904266,91756.26764716094,96538.61483072935,0,Ensemble (RF + HGB),18
2022-03-17,0,15.523009244076624,15.479649543762207,0,89977.36596584773,91499.95755514731,96497.20345629308,1,Ensemble (RF + HGB),18
2022-03-21,1,15.523009244076624,15.479649543762207,0,89937.16514182703,91499.95755514731,96373.77709931754,0,Ensemble (RF + HGB),18
2022-03-22,1,15.479652053251261,15.479649543762207,0,89685.94783812248,91499.95755514731,96332.39613744272,0,Ensemble (RF + HGB),18
2022-03-23,1,15.306208610534668,15.39293098449707,0,89183.51810540387,90987.36555688718,95130.89008315017,0,Ensemble (RF + HGB),18
2022-03-24,0,15.349569497016018,15.306208610534668,0,88816.68999275088,90474.75101001335,95089.73843392983,1,Ensemble (RF + HGB),18
2022-03-25,1,15.089408070890808,15.132767677307129,1,88776.70331344721,89449.54446487938,93746.66309021247,1,Ensemble (RF + HGB),18
2022-03-28,1,15.349572407096328,15.39293098449707,0,90562.44358393786,90987.36555688718,94967.78610865759,0,Ensemble (RF + HGB),18
2022-03-29,1,14.569081847289782,14.352282524108887,1,84439.91451007052,84836.10937462313,94967.78610865759,1,Ensemble (RF + HGB),18
2022-03-30,0,14.959326106347817,14.959325790405273,0,87896.73406850519,88424.33228259199,94967.78610865759,1,Ensemble (RF + HGB),18
2022-03-31,1,14.655803258234064,14.482362747192383,1,87856.91712106955,85605.01146489689,94967.78610865759,1,Ensemble (RF + HGB),18
